method,h,t,y1,y2,y3
RK4,1e-05,1076,-nan,-nan,-nan
RK4,1e-05,1077,-nan,-nan,-nan
RK4,1e-05,1078,-nan,-nan,-nan
RK4,1e-05,1079,-nan,-nan,-nan
RK4,1e-05,1080,-nan,-nan,-nan
RK4,1e-05,1081,-nan,-nan,-nan
RK4,1e-05,1082,-nan,-nan,-nan
RK4,1e-05,1083,-nan,-nan,-nan
RK4,1e-05,1084,-nan,-nan,-nan
RK4,1e-05,1085,-nan,-nan,-nan
RK4,1e-05,1086,-nan,-nan,-nan
RK4,1e-05,1087,-nan,-nan,-nan
RK4,1e-05,1088,-nan,-nan,-nan
RK4,1e-05,1089,-nan,-nan,-nan
RK4,1e-05,1090,-nan,-nan,-nan
RK4,1e-05,1091,-nan,-nan,-nan
RK4,1e-05,1092,-nan,-nan,-nan
RK4,1e-05,1093,-nan,-nan,-nan
RK4,1e-05,1094,-nan,-nan,-nan
RK4,1e-05,1095,-nan,-nan,-nan
RK4,1e-05,1096,-nan,-nan,-nan
RK4,1e-05,1097,-nan,-nan,-nan
RK4,1e-05,1098,-nan,-nan,-nan
RK4,1e-05,1099,-nan,-nan,-nan
RK4,1e-05,1100,-nan,-nan,-nan
RK4,1e-05,1101,-nan,-nan,-nan
RK4,1e-05,1102,-nan,-nan,-nan
RK4,1e-05,1103,-nan,-nan,-nan
RK4,1e-05,1104,-nan,-nan,-nan
RK4,1e-05,1105,-nan,-nan,-nan
RK4,1e-05,1106,-nan,-nan,-nan
RK4,1e-05,1107,-nan,-nan,-nan
RK4,1e-05,1108,-nan,-nan,-nan
RK4,1e-05,1109,-nan,-nan,-nan
RK4,1e-05,1110,-nan,-nan,-nan
RK4,1e-05,1111,-nan,-nan,-nan
RK4,1e-05,1112,-nan,-nan,-nan
RK4,1e-05,1113,-nan,-nan,-nan
RK4,1e-05,1114,-nan,-nan,-nan
RK4,1e-05,1115,-nan,-nan,-nan
RK4,1e-05,1116,-nan,-nan,-nan
RK4,1e-05,1117,-nan,-nan,-nan
RK4,1e-05,1118,-nan,-nan,-nan
RK4,1e-05,1119,-nan,-nan,-nan
RK4,1e-05,1120,-nan,-nan,-nan
RK4,1e-05,1121,-nan,-nan,-nan
RK4,1e-05,1122,-nan,-nan,-nan
RK4,1e-05,1123,-nan,-nan,-nan
RK4,1e-05,1124,-nan,-nan,-nan
RK4,1e-05,1125,-nan,-nan,-nan
RK4,1e-05,1126,-nan,-nan,-nan
RK4,1e-05,1127,-nan,-nan,-nan
RK4,1e-05,1128,-nan,-nan,-nan
RK4,1e-05,1129,-nan,-nan,-nan
RK4,1e-05,1130,-nan,-nan,-nan
RK4,1e-05,1131,-nan,-nan,-nan
RK4,1e-05,1132,-nan,-nan,-nan
RK4,1e-05,1133,-nan,-nan,-nan
RK4,1e-05,1134,-nan,-nan,-nan
RK4,1e-05,1135,-nan,-nan,-nan
RK4,1e-05,1136,-nan,-nan,-nan
RK4,1e-05,1137,-nan,-nan,-nan
RK4,1e-05,1138,-nan,-nan,-nan
RK4,1e-05,1139,-nan,-nan,-nan
RK4,1e-05,1140,-nan,-nan,-nan
RK4,1e-05,1141,-nan,-nan,-nan
RK4,1e-05,1142,-nan,-nan,-nan
RK4,1e-05,1143,-nan,-nan,-nan
RK4,1e-05,1144,-nan,-nan,-nan
RK4,1e-05,1145,-nan,-nan,-nan
RK4,1e-05,1146,-nan,-nan,-nan
RK4,1e-05,1147,-nan,-nan,-nan
RK4,1e-05,1148,-nan,-nan,-nan
RK4,1e-05,1149,-nan,-nan,-nan
RK4,1e-05,1150,-nan,-nan,-nan
RK4,1e-05,1151,-nan,-nan,-nan
RK4,1e-05,1152,-nan,-nan,-nan
RK4,1e-05,1153,-nan,-nan,-nan
RK4,1e-05,1154,-nan,-nan,-nan
RK4,1e-05,1155,-nan,-nan,-nan
RK4,1e-05,1156,-nan,-nan,-nan
RK4,1e-05,1157,-nan,-nan,-nan
RK4,1e-05,1158,-nan,-nan,-nan
RK4,1e-05,1159,-nan,-nan,-nan
RK4,1e-05,1160,-nan,-nan,-nan
RK4,1e-05,1161,-nan,-nan,-nan
RK4,1e-05,1162,-nan,-nan,-nan
RK4,1e-05,1163,-nan,-nan,-nan
RK4,1e-05,1164,-nan,-nan,-nan
RK4,1e-05,1165,-nan,-nan,-nan
RK4,1e-05,1166,-nan,-nan,-nan
RK4,1e-05,1167,-nan,-nan,-nan
RK4,1e-05,1168,-nan,-nan,-nan
RK4,1e-05,1169,-nan,-nan,-nan
RK4,1e-05,1170,-nan,-nan,-nan
RK4,1e-05,1171,-nan,-nan,-nan
RK4,1e-05,1172,-nan,-nan,-nan
RK4,1e-05,1173,-nan,-nan,-nan
RK4,1e-05,1174,-nan,-nan,-nan
RK4,1e-05,1175,-nan,-nan,-nan
RK4,1e-05,1176,-nan,-nan,-nan
RK4,1e-05,1177,-nan,-nan,-nan
RK4,1e-05,1178,-nan,-nan,-nan
RK4,1e-05,1179,-nan,-nan,-nan
RK4,1e-05,1180,-nan,-nan,-nan
RK4,1e-05,1181,-nan,-nan,-nan
RK4,1e-05,1182,-nan,-nan,-nan
RK4,1e-05,1183,-nan,-nan,-nan
RK4,1e-05,1184,-nan,-nan,-nan
RK4,1e-05,1185,-nan,-nan,-nan
RK4,1e-05,1186,-nan,-nan,-nan
RK4,1e-05,1187,-nan,-nan,-nan
RK4,1e-05,1188,-nan,-nan,-nan
RK4,1e-05,1189,-nan,-nan,-nan
RK4,1e-05,1190,-nan,-nan,-nan
RK4,1e-05,1191,-nan,-nan,-nan
RK4,1e-05,1192,-nan,-nan,-nan
RK4,1e-05,1193,-nan,-nan,-nan
RK4,1e-05,1194,-nan,-nan,-nan
RK4,1e-05,1195,-nan,-nan,-nan
RK4,1e-05,1196,-nan,-nan,-nan
RK4,1e-05,1197,-nan,-nan,-nan
RK4,1e-05,1198,-nan,-nan,-nan
RK4,1e-05,1199,-nan,-nan,-nan
RK4,1e-05,1200,-nan,-nan,-nan
RK4,1e-05,1201,-nan,-nan,-nan
RK4,1e-05,1202,-nan,-nan,-nan
RK4,1e-05,1203,-nan,-nan,-nan
RK4,1e-05,1204,-nan,-nan,-nan
RK4,1e-05,1205,-nan,-nan,-nan
RK4,1e-05,1206,-nan,-nan,-nan
RK4,1e-05,1207,-nan,-nan,-nan
RK4,1e-05,1208,-nan,-nan,-nan
RK4,1e-05,1209,-nan,-nan,-nan
RK4,1e-05,1210,-nan,-nan,-nan
RK4,1e-05,1211,-nan,-nan,-nan
RK4,1e-05,1212,-nan,-nan,-nan
RK4,1e-05,1213,-nan,-nan,-nan
RK4,1e-05,1214,-nan,-nan,-nan
RK4,1e-05,1215,-nan,-nan,-nan
RK4,1e-05,1216,-nan,-nan,-nan
RK4,1e-05,1217,-nan,-nan,-nan
RK4,1e-05,1218,-nan,-nan,-nan
RK4,1e-05,1219,-nan,-nan,-nan
RK4,1e-05,1220,-nan,-nan,-nan
RK4,1e-05,1221,-nan,-nan,-nan
RK4,1e-05,1222,-nan,-nan,-nan
RK4,1e-05,1223,-nan,-nan,-nan
RK4,1e-05,1224,-nan,-nan,-nan
RK4,1e-05,1225,-nan,-nan,-nan
RK4,1e-05,1226,-nan,-nan,-nan
RK4,1e-05,1227,-nan,-nan,-nan
RK4,1e-05,1228,-nan,-nan,-nan
RK4,1e-05,1229,-nan,-nan,-nan
RK4,1e-05,1230,-nan,-nan,-nan
RK4,1e-05,1231,-nan,-nan,-nan
RK4,1e-05,1232,-nan,-nan,-nan
RK4,1e-05,1233,-nan,-nan,-nan
RK4,1e-05,1234,-nan,-nan,-nan
RK4,1e-05,1235,-nan,-nan,-nan
RK4,1e-05,1236,-nan,-nan,-nan
RK4,1e-05,1237,-nan,-nan,-nan
RK4,1e-05,1238,-nan,-nan,-nan
RK4,1e-05,1239,-nan,-nan,-nan
RK4,1e-05,1240,-nan,-nan,-nan
RK4,1e-05,1241,-nan,-nan,-nan
RK4,1e-05,1242,-nan,-nan,-nan
RK4,1e-05,1243,-nan,-nan,-nan
RK4,1e-05,1244,-nan,-nan,-nan
RK4,1e-05,1245,-nan,-nan,-nan
RK4,1e-05,1246,-nan,-nan,-nan
RK4,1e-05,1247,-nan,-nan,-nan
RK4,1e-05,1248,-nan,-nan,-nan
RK4,1e-05,1249,-nan,-nan,-nan
RK4,1e-05,1250,-nan,-nan,-nan
RK4,1e-05,1251,-nan,-nan,-nan
RK4,1e-05,1252,-nan,-nan,-nan
RK4,1e-05,1253,-nan,-nan,-nan
RK4,1e-05,1254,-nan,-nan,-nan
RK4,1e-05,1255,-nan,-nan,-nan
RK4,1e-05,1256,-nan,-nan,-nan
RK4,1e-05,1257,-nan,-nan,-nan
RK4,1e-05,1258,-nan,-nan,-nan
RK4,1e-05,1259,-nan,-nan,-nan
RK4,1e-05,1260,-nan,-nan,-nan
RK4,1e-05,1261,-nan,-nan,-nan
RK4,1e-05,1262,-nan,-nan,-nan
RK4,1e-05,1263,-nan,-nan,-nan
RK4,1e-05,1264,-nan,-nan,-nan
RK4,1e-05,1265,-nan,-nan,-nan
RK4,1e-05,1266,-nan,-nan,-nan
RK4,1e-05,1267,-nan,-nan,-nan
RK4,1e-05,1268,-nan,-nan,-nan
RK4,1e-05,1269,-nan,-nan,-nan
RK4,1e-05,1270,-nan,-nan,-nan
RK4,1e-05,1271,-nan,-nan,-nan
RK4,1e-05,1272,-nan,-nan,-nan
RK4,1e-05,1273,-nan,-nan,-nan
RK4,1e-05,1274,-nan,-nan,-nan
RK4,1e-05,1275,-nan,-nan,-nan
RK4,1e-05,1276,-nan,-nan,-nan
RK4,1e-05,1277,-nan,-nan,-nan
RK4,1e-05,1278,-nan,-nan,-nan
RK4,1e-05,1279,-nan,-nan,-nan
RK4,1e-05,1280,-nan,-nan,-nan
RK4,1e-05,1281,-nan,-nan,-nan
RK4,1e-05,1282,-nan,-nan,-nan
RK4,1e-05,1283,-nan,-nan,-nan
RK4,1e-05,1284,-nan,-nan,-nan
RK4,1e-05,1285,-nan,-nan,-nan
RK4,1e-05,1286,-nan,-nan,-nan
RK4,1e-05,1287,-nan,-nan,-nan
RK4,1e-05,1288,-nan,-nan,-nan
RK4,1e-05,1289,-nan,-nan,-nan
RK4,1e-05,1290,-nan,-nan,-nan
RK4,1e-05,1291,-nan,-nan,-nan
RK4,1e-05,1292,-nan,-nan,-nan
RK4,1e-05,1293,-nan,-nan,-nan
RK4,1e-05,1294,-nan,-nan,-nan
RK4,1e-05,1295,-nan,-nan,-nan
RK4,1e-05,1296,-nan,-nan,-nan
RK4,1e-05,1297,-nan,-nan,-nan
RK4,1e-05,1298,-nan,-nan,-nan
RK4,1e-05,1299,-nan,-nan,-nan
RK4,1e-05,1300,-nan,-nan,-nan
RK4,1e-05,1301,-nan,-nan,-nan
RK4,1e-05,1302,-nan,-nan,-nan
RK4,1e-05,1303,-nan,-nan,-nan
RK4,1e-05,1304,-nan,-nan,-nan
RK4,1e-05,1305,-nan,-nan,-nan
RK4,1e-05,1306,-nan,-nan,-nan
RK4,1e-05,1307,-nan,-nan,-nan
RK4,1e-05,1308,-nan,-nan,-nan
RK4,1e-05,1309,-nan,-nan,-nan
RK4,1e-05,1310,-nan,-nan,-nan
RK4,1e-05,1311,-nan,-nan,-nan
RK4,1e-05,1312,-nan,-nan,-nan
RK4,1e-05,1313,-nan,-nan,-nan
RK4,1e-05,1314,-nan,-nan,-nan
RK4,1e-05,1315,-nan,-nan,-nan
RK4,1e-05,1316,-nan,-nan,-nan
RK4,1e-05,1317,-nan,-nan,-nan
RK4,1e-05,1318,-nan,-nan,-nan
RK4,1e-05,1319,-nan,-nan,-nan
RK4,1e-05,1320,-nan,-nan,-nan
RK4,1e-05,1321,-nan,-nan,-nan
RK4,1e-05,1322,-nan,-nan,-nan
RK4,1e-05,1323,-nan,-nan,-nan
RK4,1e-05,1324,-nan,-nan,-nan
RK4,1e-05,1325,-nan,-nan,-nan
RK4,1e-05,1326,-nan,-nan,-nan
RK4,1e-05,1327,-nan,-nan,-nan
RK4,1e-05,1328,-nan,-nan,-nan
RK4,1e-05,1329,-nan,-nan,-nan
RK4,1e-05,1330,-nan,-nan,-nan
RK4,1e-05,1331,-nan,-nan,-nan
RK4,1e-05,1332,-nan,-nan,-nan
RK4,1e-05,1333,-nan,-nan,-nan
RK4,1e-05,1334,-nan,-nan,-nan
RK4,1e-05,1335,-nan,-nan,-nan
RK4,1e-05,1336,-nan,-nan,-nan
RK4,1e-05,1337,-nan,-nan,-nan
RK4,1e-05,1338,-nan,-nan,-nan
RK4,1e-05,1339,-nan,-nan,-nan
RK4,1e-05,1340,-nan,-nan,-nan
RK4,1e-05,1341,-nan,-nan,-nan
RK4,1e-05,1342,-nan,-nan,-nan
RK4,1e-05,1343,-nan,-nan,-nan
RK4,1e-05,1344,-nan,-nan,-nan
RK4,1e-05,1345,-nan,-nan,-nan
RK4,1e-05,1346,-nan,-nan,-nan
RK4,1e-05,1347,-nan,-nan,-nan
RK4,1e-05,1348,-nan,-nan,-nan
RK4,1e-05,1349,-nan,-nan,-nan
RK4,1e-05,1350,-nan,-nan,-nan
RK4,1e-05,1351,-nan,-nan,-nan
RK4,1e-05,1352,-nan,-nan,-nan
RK4,1e-05,1353,-nan,-nan,-nan
RK4,1e-05,1354,-nan,-nan,-nan
RK4,1e-05,1355,-nan,-nan,-nan
RK4,1e-05,1356,-nan,-nan,-nan
RK4,1e-05,1357,-nan,-nan,-nan
RK4,1e-05,1358,-nan,-nan,-nan
RK4,1e-05,1359,-nan,-nan,-nan
RK4,1e-05,1360,-nan,-nan,-nan
RK4,1e-05,1361,-nan,-nan,-nan
RK4,1e-05,1362,-nan,-nan,-nan
RK4,1e-05,1363,-nan,-nan,-nan
RK4,1e-05,1364,-nan,-nan,-nan
RK4,1e-05,1365,-nan,-nan,-nan
RK4,1e-05,1366,-nan,-nan,-nan
RK4,1e-05,1367,-nan,-nan,-nan
RK4,1e-05,1368,-nan,-nan,-nan
RK4,1e-05,1369,-nan,-nan,-nan
RK4,1e-05,1370,-nan,-nan,-nan
RK4,1e-05,1371,-nan,-nan,-nan
RK4,1e-05,1372,-nan,-nan,-nan
RK4,1e-05,1373,-nan,-nan,-nan
RK4,1e-05,1374,-nan,-nan,-nan
RK4,1e-05,1375,-nan,-nan,-nan
RK4,1e-05,1376,-nan,-nan,-nan
RK4,1e-05,1377,-nan,-nan,-nan
RK4,1e-05,1378,-nan,-nan,-nan
RK4,1e-05,1379,-nan,-nan,-nan
RK4,1e-05,1380,-nan,-nan,-nan
RK4,1e-05,1381,-nan,-nan,-nan
RK4,1e-05,1382,-nan,-nan,-nan
RK4,1e-05,1383,-nan,-nan,-nan
RK4,1e-05,1384,-nan,-nan,-nan
RK4,1e-05,1385,-nan,-nan,-nan
RK4,1e-05,1386,-nan,-nan,-nan
RK4,1e-05,1387,-nan,-nan,-nan
RK4,1e-05,1388,-nan,-nan,-nan
RK4,1e-05,1389,-nan,-nan,-nan
RK4,1e-05,1390,-nan,-nan,-nan
RK4,1e-05,1391,-nan,-nan,-nan
RK4,1e-05,1392,-nan,-nan,-nan
RK4,1e-05,1393,-nan,-nan,-nan
RK4,1e-05,1394,-nan,-nan,-nan
RK4,1e-05,1395,-nan,-nan,-nan
RK4,1e-05,1396,-nan,-nan,-nan
RK4,1e-05,1397,-nan,-nan,-nan
RK4,1e-05,1398,-nan,-nan,-nan
RK4,1e-05,1399,-nan,-nan,-nan
RK4,1e-05,1400,-nan,-nan,-nan
RK4,1e-05,1401,-nan,-nan,-nan
RK4,1e-05,1402,-nan,-nan,-nan
RK4,1e-05,1403,-nan,-nan,-nan
RK4,1e-05,1404,-nan,-nan,-nan
RK4,1e-05,1405,-nan,-nan,-nan
RK4,1e-05,1406,-nan,-nan,-nan
RK4,1e-05,1407,-nan,-nan,-nan
RK4,1e-05,1408,-nan,-nan,-nan
RK4,1e-05,1409,-nan,-nan,-nan
RK4,1e-05,1410,-nan,-nan,-nan
RK4,1e-05,1411,-nan,-nan,-nan
RK4,1e-05,1412,-nan,-nan,-nan
RK4,1e-05,1413,-nan,-nan,-nan
RK4,1e-05,1414,-nan,-nan,-nan
RK4,1e-05,1415,-nan,-nan,-nan
RK4,1e-05,1416,-nan,-nan,-nan
RK4,1e-05,1417,-nan,-nan,-nan
RK4,1e-05,1418,-nan,-nan,-nan
RK4,1e-05,1419,-nan,-nan,-nan
RK4,1e-05,1420,-nan,-nan,-nan
RK4,1e-05,1421,-nan,-nan,-nan
RK4,1e-05,1422,-nan,-nan,-nan
RK4,1e-05,1423,-nan,-nan,-nan
RK4,1e-05,1424,-nan,-nan,-nan
RK4,1e-05,1425,-nan,-nan,-nan
RK4,1e-05,1426,-nan,-nan,-nan
RK4,1e-05,1427,-nan,-nan,-nan
RK4,1e-05,1428,-nan,-nan,-nan
RK4,1e-05,1429,-nan,-nan,-nan
RK4,1e-05,1430,-nan,-nan,-nan
RK4,1e-05,1431,-nan,-nan,-nan
RK4,1e-05,1432,-nan,-nan,-nan
RK4,1e-05,1433,-nan,-nan,-nan
RK4,1e-05,1434,-nan,-nan,-nan
RK4,1e-05,1435,-nan,-nan,-nan
RK4,1e-05,1436,-nan,-nan,-nan
RK4,1e-05,1437,-nan,-nan,-nan
RK4,1e-05,1438,-nan,-nan,-nan
RK4,1e-05,1439,-nan,-nan,-nan
RK4,1e-05,1440,-nan,-nan,-nan
RK4,1e-05,1441,-nan,-nan,-nan
RK4,1e-05,1442,-nan,-nan,-nan
RK4,1e-05,1443,-nan,-nan,-nan
RK4,1e-05,1444,-nan,-nan,-nan
RK4,1e-05,1445,-nan,-nan,-nan
RK4,1e-05,1446,-nan,-nan,-nan
RK4,1e-05,1447,-nan,-nan,-nan
RK4,1e-05,1448,-nan,-nan,-nan
RK4,1e-05,1449,-nan,-nan,-nan
RK4,1e-05,1450,-nan,-nan,-nan
RK4,1e-05,1451,-nan,-nan,-nan
RK4,1e-05,1452,-nan,-nan,-nan
RK4,1e-05,1453,-nan,-nan,-nan
RK4,1e-05,1454,-nan,-nan,-nan
RK4,1e-05,1455,-nan,-nan,-nan
RK4,1e-05,1456,-nan,-nan,-nan
RK4,1e-05,1457,-nan,-nan,-nan
RK4,1e-05,1458,-nan,-nan,-nan
RK4,1e-05,1459,-nan,-nan,-nan
RK4,1e-05,1460,-nan,-nan,-nan
RK4,1e-05,1461,-nan,-nan,-nan
RK4,1e-05,1462,-nan,-nan,-nan
RK4,1e-05,1463,-nan,-nan,-nan
RK4,1e-05,1464,-nan,-nan,-nan
RK4,1e-05,1465,-nan,-nan,-nan
RK4,1e-05,1466,-nan,-nan,-nan
RK4,1e-05,1467,-nan,-nan,-nan
RK4,1e-05,1468,-nan,-nan,-nan
RK4,1e-05,1469,-nan,-nan,-nan
RK4,1e-05,1470,-nan,-nan,-nan
RK4,1e-05,1471,-nan,-nan,-nan
RK4,1e-05,1472,-nan,-nan,-nan
RK4,1e-05,1473,-nan,-nan,-nan
RK4,1e-05,1474,-nan,-nan,-nan
RK4,1e-05,1475,-nan,-nan,-nan
RK4,1e-05,1476,-nan,-nan,-nan
RK4,1e-05,1477,-nan,-nan,-nan
RK4,1e-05,1478,-nan,-nan,-nan
RK4,1e-05,1479,-nan,-nan,-nan
RK4,1e-05,1480,-nan,-nan,-nan
RK4,1e-05,1481,-nan,-nan,-nan
RK4,1e-05,1482,-nan,-nan,-nan
RK4,1e-05,1483,-nan,-nan,-nan
RK4,1e-05,1484,-nan,-nan,-nan
RK4,1e-05,1485,-nan,-nan,-nan
RK4,1e-05,1486,-nan,-nan,-nan
RK4,1e-05,1487,-nan,-nan,-nan
RK4,1e-05,1488,-nan,-nan,-nan
RK4,1e-05,1489,-nan,-nan,-nan
RK4,1e-05,1490,-nan,-nan,-nan
RK4,1e-05,1491,-nan,-nan,-nan
RK4,1e-05,1492,-nan,-nan,-nan
RK4,1e-05,1493,-nan,-nan,-nan
RK4,1e-05,1494,-nan,-nan,-nan
RK4,1e-05,1495,-nan,-nan,-nan
RK4,1e-05,1496,-nan,-nan,-nan
RK4,1e-05,1497,-nan,-nan,-nan
RK4,1e-05,1498,-nan,-nan,-nan
RK4,1e-05,1499,-nan,-nan,-nan
RK4,1e-05,1500,-nan,-nan,-nan
RK4,1e-05,1501,-nan,-nan,-nan
RK4,1e-05,1502,-nan,-nan,-nan
RK4,1e-05,1503,-nan,-nan,-nan
RK4,1e-05,1504,-nan,-nan,-nan
RK4,1e-05,1505,-nan,-nan,-nan
RK4,1e-05,1506,-nan,-nan,-nan
RK4,1e-05,1507,-nan,-nan,-nan
RK4,1e-05,1508,-nan,-nan,-nan
RK4,1e-05,1509,-nan,-nan,-nan
RK4,1e-05,1510,-nan,-nan,-nan
RK4,1e-05,1511,-nan,-nan,-nan
RK4,1e-05,1512,-nan,-nan,-nan
RK4,1e-05,1513,-nan,-nan,-nan
RK4,1e-05,1514,-nan,-nan,-nan
RK4,1e-05,1515,-nan,-nan,-nan
RK4,1e-05,1516,-nan,-nan,-nan
RK4,1e-05,1517,-nan,-nan,-nan
RK4,1e-05,1518,-nan,-nan,-nan
RK4,1e-05,1519,-nan,-nan,-nan
RK4,1e-05,1520,-nan,-nan,-nan
RK4,1e-05,1521,-nan,-nan,-nan
RK4,1e-05,1522,-nan,-nan,-nan
RK4,1e-05,1523,-nan,-nan,-nan
RK4,1e-05,1524,-nan,-nan,-nan
RK4,1e-05,1525,-nan,-nan,-nan
RK4,1e-05,1526,-nan,-nan,-nan
RK4,1e-05,1527,-nan,-nan,-nan
RK4,1e-05,1528,-nan,-nan,-nan
RK4,1e-05,1529,-nan,-nan,-nan
RK4,1e-05,1530,-nan,-nan,-nan
RK4,1e-05,1531,-nan,-nan,-nan
RK4,1e-05,1532,-nan,-nan,-nan
RK4,1e-05,1533,-nan,-nan,-nan
RK4,1e-05,1534,-nan,-nan,-nan
RK4,1e-05,1535,-nan,-nan,-nan
RK4,1e-05,1536,-nan,-nan,-nan
RK4,1e-05,1537,-nan,-nan,-nan
RK4,1e-05,1538,-nan,-nan,-nan
RK4,1e-05,1539,-nan,-nan,-nan
RK4,1e-05,1540,-nan,-nan,-nan
RK4,1e-05,1541,-nan,-nan,-nan
RK4,1e-05,1542,-nan,-nan,-nan
RK4,1e-05,1543,-nan,-nan,-nan
RK4,1e-05,1544,-nan,-nan,-nan
RK4,1e-05,1545,-nan,-nan,-nan
RK4,1e-05,1546,-nan,-nan,-nan
RK4,1e-05,1547,-nan,-nan,-nan
RK4,1e-05,1548,-nan,-nan,-nan
RK4,1e-05,1549,-nan,-nan,-nan
RK4,1e-05,1550,-nan,-nan,-nan
RK4,1e-05,1551,-nan,-nan,-nan
RK4,1e-05,1552,-nan,-nan,-nan
RK4,1e-05,1553,-nan,-nan,-nan
RK4,1e-05,1554,-nan,-nan,-nan
RK4,1e-05,1555,-nan,-nan,-nan
RK4,1e-05,1556,-nan,-nan,-nan
RK4,1e-05,1557,-nan,-nan,-nan
RK4,1e-05,1558,-nan,-nan,-nan
RK4,1e-05,1559,-nan,-nan,-nan
RK4,1e-05,1560,-nan,-nan,-nan
RK4,1e-05,1561,-nan,-nan,-nan
RK4,1e-05,1562,-nan,-nan,-nan
RK4,1e-05,1563,-nan,-nan,-nan
RK4,1e-05,1564,-nan,-nan,-nan
RK4,1e-05,1565,-nan,-nan,-nan
RK4,1e-05,1566,-nan,-nan,-nan
RK4,1e-05,1567,-nan,-nan,-nan
RK4,1e-05,1568,-nan,-nan,-nan
RK4,1e-05,1569,-nan,-nan,-nan
RK4,1e-05,1570,-nan,-nan,-nan
RK4,1e-05,1571,-nan,-nan,-nan
RK4,1e-05,1572,-nan,-nan,-nan
RK4,1e-05,1573,-nan,-nan,-nan
RK4,1e-05,1574,-nan,-nan,-nan
RK4,1e-05,1575,-nan,-nan,-nan
RK4,1e-05,1576,-nan,-nan,-nan
RK4,1e-05,1577,-nan,-nan,-nan
RK4,1e-05,1578,-nan,-nan,-nan
RK4,1e-05,1579,-nan,-nan,-nan
RK4,1e-05,1580,-nan,-nan,-nan
RK4,1e-05,1581,-nan,-nan,-nan
RK4,1e-05,1582,-nan,-nan,-nan
RK4,1e-05,1583,-nan,-nan,-nan
RK4,1e-05,1584,-nan,-nan,-nan
RK4,1e-05,1585,-nan,-nan,-nan
RK4,1e-05,1586,-nan,-nan,-nan
RK4,1e-05,1587,-nan,-nan,-nan
RK4,1e-05,1588,-nan,-nan,-nan
RK4,1e-05,1589,-nan,-nan,-nan
RK4,1e-05,1590,-nan,-nan,-nan
RK4,1e-05,1591,-nan,-nan,-nan
RK4,1e-05,1592,-nan,-nan,-nan
RK4,1e-05,1593,-nan,-nan,-nan
RK4,1e-05,1594,-nan,-nan,-nan
RK4,1e-05,1595,-nan,-nan,-nan
RK4,1e-05,1596,-nan,-nan,-nan
RK4,1e-05,1597,-nan,-nan,-nan
RK4,1e-05,1598,-nan,-nan,-nan
RK4,1e-05,1599,-nan,-nan,-nan
RK4,1e-05,1600,-nan,-nan,-nan
RK4,1e-05,1601,-nan,-nan,-nan
RK4,1e-05,1602,-nan,-nan,-nan
RK4,1e-05,1603,-nan,-nan,-nan
RK4,1e-05,1604,-nan,-nan,-nan
RK4,1e-05,1605,-nan,-nan,-nan
RK4,1e-05,1606,-nan,-nan,-nan
RK4,1e-05,1607,-nan,-nan,-nan
RK4,1e-05,1608,-nan,-nan,-nan
RK4,1e-05,1609,-nan,-nan,-nan
RK4,1e-05,1610,-nan,-nan,-nan
RK4,1e-05,1611,-nan,-nan,-nan
RK4,1e-05,1612,-nan,-nan,-nan
RK4,1e-05,1613,-nan,-nan,-nan
RK4,1e-05,1614,-nan,-nan,-nan
RK4,1e-05,1615,-nan,-nan,-nan
RK4,1e-05,1616,-nan,-nan,-nan
RK4,1e-05,1617,-nan,-nan,-nan
RK4,1e-05,1618,-nan,-nan,-nan
RK4,1e-05,1619,-nan,-nan,-nan
RK4,1e-05,1620,-nan,-nan,-nan
RK4,1e-05,1621,-nan,-nan,-nan
RK4,1e-05,1622,-nan,-nan,-nan
RK4,1e-05,1623,-nan,-nan,-nan
RK4,1e-05,1624,-nan,-nan,-nan
RK4,1e-05,1625,-nan,-nan,-nan
RK4,1e-05,1626,-nan,-nan,-nan
RK4,1e-05,1627,-nan,-nan,-nan
RK4,1e-05,1628,-nan,-nan,-nan
RK4,1e-05,1629,-nan,-nan,-nan
RK4,1e-05,1630,-nan,-nan,-nan
RK4,1e-05,1631,-nan,-nan,-nan
RK4,1e-05,1632,-nan,-nan,-nan
RK4,1e-05,1633,-nan,-nan,-nan
RK4,1e-05,1634,-nan,-nan,-nan
RK4,1e-05,1635,-nan,-nan,-nan
RK4,1e-05,1636,-nan,-nan,-nan
RK4,1e-05,1637,-nan,-nan,-nan
RK4,1e-05,1638,-nan,-nan,-nan
RK4,1e-05,1639,-nan,-nan,-nan
RK4,1e-05,1640,-nan,-nan,-nan
RK4,1e-05,1641,-nan,-nan,-nan
RK4,1e-05,1642,-nan,-nan,-nan
RK4,1e-05,1643,-nan,-nan,-nan
RK4,1e-05,1644,-nan,-nan,-nan
RK4,1e-05,1645,-nan,-nan,-nan
RK4,1e-05,1646,-nan,-nan,-nan
RK4,1e-05,1647,-nan,-nan,-nan
RK4,1e-05,1648,-nan,-nan,-nan
RK4,1e-05,1649,-nan,-nan,-nan
RK4,1e-05,1650,-nan,-nan,-nan
RK4,1e-05,1651,-nan,-nan,-nan
RK4,1e-05,1652,-nan,-nan,-nan
RK4,1e-05,1653,-nan,-nan,-nan
RK4,1e-05,1654,-nan,-nan,-nan
RK4,1e-05,1655,-nan,-nan,-nan
RK4,1e-05,1656,-nan,-nan,-nan
RK4,1e-05,1657,-nan,-nan,-nan
